2017-02-06 01:31:16,233 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=c320b940-4ae5-485e-9461-365829c76fc6
2017-02-10 11:14:18,786 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2017-02-10 11:14:18,793 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-10 11:14:18,798 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2017-02-10 11:14:20,170 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=df63ec55-6d9f-4fab-8504-cdb02048dc95
2017-02-10 11:14:20,206 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2017-02-10 11:14:20,218 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2017-02-10 11:14:22,319 [12] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2017-02-10 11:14:22,327 [12] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-10 11:14:22,340 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID df63ec55-6d9f-4fab-8504-cdb02048dc95, Hostname localhost, IPv6Address 
2017-02-10 11:14:22,444 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=df63ec55-6d9f-4fab-8504-cdb02048dc95
2017-02-10 11:18:43,403 [16] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Lowest to Low with input 35
2017-02-10 11:18:43,409 [16] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Lowest, new=Low
2017-02-10 11:59:38,981 [16] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Lowest with input 20
2017-02-10 11:59:39,011 [16] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Lowest
2017-02-10 12:24:02,888 [24] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Lowest to Low with input 35
2017-02-10 12:24:02,900 [24] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Lowest, new=Low
2017-02-10 12:24:26,032 [12] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Normal with input 50
2017-02-10 12:24:26,039 [12] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Normal
2017-02-10 12:25:02,156 [18] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Normal to High with input 70
2017-02-10 12:25:02,164 [18] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Normal, new=High
2017-02-10 12:25:47,419 [4] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from High to Normal with input 50
2017-02-10 12:25:47,427 [4] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=High, new=Normal
2017-02-10 12:26:13,545 [23] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Normal to Low with input 35
2017-02-10 12:26:13,551 [23] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Normal, new=Low
2017-02-10 12:26:38,701 [18] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Low to Lowest with input 20
2017-02-10 12:26:38,712 [18] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Low, new=Lowest
2017-02-10 12:30:53,481 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=df63ec55-6d9f-4fab-8504-cdb02048dc95
2017-02-10 12:30:53,493 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2017-02-10 12:30:53,500 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=df63ec55-6d9f-4fab-8504-cdb02048dc95
2017-02-10 12:30:53,531 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=df63ec55-6d9f-4fab-8504-cdb02048dc95
2017-02-10 12:30:53,538 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2017-02-10 13:10:26,861 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=9eeb76c9-f9ee-45ea-b11c-ffa5e8c960b0
2017-02-10 13:10:27,443 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2017-02-10 13:10:27,449 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2017-02-10 13:10:27,461 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2017-02-10 13:10:27,478 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2017-02-10 13:10:27,483 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2017-02-10 13:10:27,490 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2017-02-10 13:10:27,496 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2017-02-10 13:10:27,502 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2017-02-10 13:10:27,508 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2017-02-10 13:10:27,514 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2017-02-10 13:10:27,521 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2017-02-10 13:10:27,526 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2017-02-10 13:10:27,532 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2017-02-10 13:10:27,539 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2017-02-10 13:10:27,544 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2017-02-10 13:10:27,549 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2017-02-10 13:10:27,556 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2017-02-10 13:10:27,572 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Could not find file 'D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config'.)
2017-02-10 13:10:27,590 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2017-02-10 13:10:27,599 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-10 13:10:27,607 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2017-02-10 13:10:27,652 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=9eeb76c9-f9ee-45ea-b11c-ffa5e8c960b0
2017-02-10 13:10:27,682 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2017-02-10 13:10:27,695 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2017-02-10 13:10:28,732 [13] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2017-02-10 13:10:28,739 [13] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-10 13:10:28,748 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 9eeb76c9-f9ee-45ea-b11c-ffa5e8c960b0, Hostname localhost, IPv6Address 
2017-02-10 13:10:28,833 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=9eeb76c9-f9ee-45ea-b11c-ffa5e8c960b0
2017-02-10 13:14:51,139 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=5ab7ece3-46aa-4fb6-98d6-b917d9bbecef
2017-02-10 13:14:51,673 [20] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2017-02-10 13:14:51,681 [20] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2017-02-10 13:14:51,692 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2017-02-10 13:14:51,708 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2017-02-10 13:14:51,715 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2017-02-10 13:14:51,720 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2017-02-10 13:14:51,727 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2017-02-10 13:14:51,733 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2017-02-10 13:14:51,739 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2017-02-10 13:14:51,746 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2017-02-10 13:14:51,752 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2017-02-10 13:14:51,758 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2017-02-10 13:14:51,765 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2017-02-10 13:14:51,772 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2017-02-10 13:14:51,772 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2017-02-10 13:14:51,780 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2017-02-10 13:14:51,786 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2017-02-10 13:14:51,802 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Could not find file 'D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config'.)
2017-02-10 13:14:51,818 [20] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2017-02-10 13:14:51,827 [20] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-10 13:14:51,833 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2017-02-10 13:14:51,875 [20] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=5ab7ece3-46aa-4fb6-98d6-b917d9bbecef
2017-02-10 13:14:51,906 [20] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2017-02-10 13:14:51,917 [20] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2017-02-10 13:14:51,932 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=9eeb76c9-f9ee-45ea-b11c-ffa5e8c960b0
2017-02-10 13:14:51,940 [20] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2017-02-10 13:14:51,949 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=9eeb76c9-f9ee-45ea-b11c-ffa5e8c960b0
2017-02-10 13:14:51,956 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=9eeb76c9-f9ee-45ea-b11c-ffa5e8c960b0
2017-02-10 13:14:51,968 [20] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2017-02-10 13:14:51,993 [12] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2017-02-10 13:14:52,000 [12] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-10 13:14:52,010 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 192.168.0.13, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 5ab7ece3-46aa-4fb6-98d6-b917d9bbecef, Hostname localhost, IPv6Address 
2017-02-10 13:14:52,049 [8] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=5ab7ece3-46aa-4fb6-98d6-b917d9bbecef
2017-02-10 13:17:42,301 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=30e03825-9059-40b8-8325-d5e532e8bbfe
2017-02-10 13:17:42,481 [20] INFO  Photon.Common.LoadBalancer.Common.PublicIPAddressReader - Public IP lookup - remote endpoint: 104.45.24.151 (InterNetwork), local endpoint: 0.0.0.0 (InterNetwork)
2017-02-10 13:17:42,787 [20] INFO  Photon.Common.LoadBalancer.Common.PublicIPAddressReader - Public IP address: 66.68.249.179, lookup at http://licensesp.exitgames.com/echoip
2017-02-10 13:17:43,357 [20] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2017-02-10 13:17:43,364 [20] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2017-02-10 13:17:43,374 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2017-02-10 13:17:43,389 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2017-02-10 13:17:43,395 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2017-02-10 13:17:43,401 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2017-02-10 13:17:43,407 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2017-02-10 13:17:43,413 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2017-02-10 13:17:43,418 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2017-02-10 13:17:43,424 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2017-02-10 13:17:43,430 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2017-02-10 13:17:43,436 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2017-02-10 13:17:43,441 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2017-02-10 13:17:43,447 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2017-02-10 13:17:43,453 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2017-02-10 13:17:43,458 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2017-02-10 13:17:43,465 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2017-02-10 13:17:43,479 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Could not find file 'D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config'.)
2017-02-10 13:17:43,493 [20] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2017-02-10 13:17:43,502 [20] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-10 13:17:43,508 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2017-02-10 13:17:43,549 [20] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=30e03825-9059-40b8-8325-d5e532e8bbfe
2017-02-10 13:17:43,576 [20] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2017-02-10 13:17:43,588 [20] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2017-02-10 13:17:43,600 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=5ab7ece3-46aa-4fb6-98d6-b917d9bbecef
2017-02-10 13:17:43,608 [20] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2017-02-10 13:17:43,613 [8] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=3, reason=ManagedDisconnect, detail=), serverId=5ab7ece3-46aa-4fb6-98d6-b917d9bbecef
2017-02-10 13:17:43,622 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=5ab7ece3-46aa-4fb6-98d6-b917d9bbecef
2017-02-10 13:17:43,631 [20] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2017-02-10 13:17:43,650 [10] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2017-02-10 13:17:43,656 [10] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-10 13:17:43,665 [10] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 66.68.249.179, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 30e03825-9059-40b8-8325-d5e532e8bbfe, Hostname localhost, IPv6Address 
2017-02-10 13:17:43,697 [18] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=30e03825-9059-40b8-8325-d5e532e8bbfe
2017-02-10 13:17:51,912 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=7d21768e-8ecb-4dc2-9143-42e501bb5c1f
2017-02-10 13:17:52,448 [20] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - HTTP Queue performance counters successfully initialized
2017-02-10 13:17:52,455 [20] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Internal HTTP Queue performance counters successfully created
2017-02-10 13:17:52,471 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2017-02-10 13:17:52,490 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2017-02-10 13:17:52,497 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2017-02-10 13:17:52,503 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2017-02-10 13:17:52,508 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2017-02-10 13:17:52,515 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2017-02-10 13:17:52,520 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2017-02-10 13:17:52,526 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2017-02-10 13:17:52,532 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2017-02-10 13:17:52,537 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2017-02-10 13:17:52,543 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2017-02-10 13:17:52,549 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2017-02-10 13:17:52,554 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2017-02-10 13:17:52,559 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2017-02-10 13:17:52,565 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2017-02-10 13:17:52,579 [20] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Could not find file 'D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config'.)
2017-02-10 13:17:52,593 [20] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2017-02-10 13:17:52,601 [20] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-10 13:17:52,607 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2017-02-10 13:17:52,644 [20] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=7d21768e-8ecb-4dc2-9143-42e501bb5c1f
2017-02-10 13:17:52,671 [20] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=D:\Baldo\Documents\GitHub\CMPE4371_Senior_GameNet\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2017-02-10 13:17:52,682 [20] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2017-02-10 13:17:52,693 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=30e03825-9059-40b8-8325-d5e532e8bbfe
2017-02-10 13:17:52,702 [20] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2017-02-10 13:17:52,706 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=4, reason=ManagedDisconnect, detail=), serverId=30e03825-9059-40b8-8325-d5e532e8bbfe
2017-02-10 13:17:52,718 [20] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=30e03825-9059-40b8-8325-d5e532e8bbfe
2017-02-10 13:17:52,725 [20] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2017-02-10 13:17:52,750 [9] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2017-02-10 13:17:52,756 [9] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2017-02-10 13:17:52,767 [9] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 192.168.0.13, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 7d21768e-8ecb-4dc2-9143-42e501bb5c1f, Hostname localhost, IPv6Address 
2017-02-10 13:17:52,803 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=7d21768e-8ecb-4dc2-9143-42e501bb5c1f
